_step,val/IoU_class_4_epoch,val/IoU_class_2_epoch,val/IoU_class_12_epoch,val/mIoU_epoch,val/IoU_class_6_epoch,val/loss_epoch,val/IoU_class_1_epoch,val/IoU_class_0_epoch,val/IoU_class_5_epoch,val/IoU_class_10_epoch,val/IoU_class_7_epoch,val/IoU_class_8_epoch,val/IoU_class_9_epoch,val/IoU_class_11_epoch,val/IoU_class_3_epoch,run_name
320,0.007414767052978277,0.34509170055389404,0.10402005165815353,0.42474234104156494,0.4099179208278656,0.7832102458924055,0.7638079524040222,0.8562483787536621,0.16721297800540924,0.2867782711982727,0.8739050626754761,0.46565303206443787,0.7377455234527588,0.3221234381198883,0.18173107504844666,fpn_no_dilation_20251130_133353
643,0.035225752741098404,0.37655407190322876,0.29539212584495544,0.4802124500274658,0.4978037476539612,0.7271979609504342,0.7716946005821228,0.8719355463981628,0.17789916694164276,0.4261109530925751,0.8967583179473877,0.5248668193817139,0.7771133780479431,0.35154423117637634,0.23986287415027618,fpn_no_dilation_20251130_133353
966,0.07208966463804245,0.42678722739219666,0.3221912682056427,0.5168694257736206,0.5615943074226379,0.6826582616195083,0.7853029370307922,0.8762202262878418,0.23733440041542053,0.4918384253978729,0.9048342108726501,0.5663459300994873,0.7864590287208557,0.3995015323162079,0.2888035178184509,fpn_no_dilation_20251130_133353
1289,0.12140732258558273,0.3475947976112366,0.33945420384407043,0.5156930088996887,0.5997517108917236,0.654523191973567,0.7784125208854675,0.8745047450065613,0.2480364441871643,0.45267558097839355,0.9061789512634277,0.5733873844146729,0.8082600235939026,0.41093307733535767,0.24341267347335815,fpn_no_dilation_20251130_133353
1612,0.22481697797775269,0.3992888033390045,0.36822161078453064,0.5485591888427734,0.6112480759620667,0.6496327137574553,0.7899991273880005,0.8692299127578735,0.2568463683128357,0.48456230759620667,0.9094029068946838,0.6499064564704895,0.8266095519065857,0.42963486909866333,0.31150245666503906,fpn_no_dilation_20251130_133353
1935,0.47927308082580566,0.45217257738113403,0.36515358090400696,0.5723602771759033,0.6143442392349243,0.6192499967291951,0.7890406847000122,0.8684802055358887,0.27764958143234253,0.49174854159355164,0.9087830781936646,0.6374555230140686,0.8128278851509094,0.4713141918182373,0.2724399268627167,fpn_no_dilation_20251130_133353
2258,0.499025821685791,0.4064074158668518,0.3856848478317261,0.575649082660675,0.6380042433738708,0.645600383169949,0.772071361541748,0.8597360849380493,0.2303149700164795,0.5044053792953491,0.9158243536949158,0.7083496451377869,0.8176080584526062,0.47150471806526184,0.2745009958744049,fpn_no_dilation_20251130_133353
2581,0.5543604493141174,0.47025325894355774,0.411114364862442,0.6020086407661438,0.647386372089386,0.6299283471889794,0.806386411190033,0.8699822425842285,0.3034627437591553,0.5721971988677979,0.9179217219352722,0.6679904460906982,0.8326181769371033,0.4759407937526703,0.29649823904037476,fpn_no_dilation_20251130_133353
2904,0.4704188108444214,0.4143393337726593,0.4086901843547821,0.5902471542358398,0.6512560844421387,0.6174323204904795,0.7971831560134888,0.8741151690483093,0.28846630454063416,0.5587993860244751,0.9174737930297852,0.6876389980316162,0.8391238451004028,0.4484812915325165,0.3172260820865631,fpn_no_dilation_20251130_133353
3227,0.5027580857276917,0.44778573513031006,0.4173986613750458,0.5983072519302368,0.652889609336853,0.6190377213060856,0.8086258172988892,0.8733359575271606,0.3135627508163452,0.5473294258117676,0.9153591394424438,0.7013068199157715,0.8369884490966797,0.4463263154029846,0.31432732939720154,fpn_no_dilation_20251130_133353
3550,0.4418526887893677,0.46621522307395935,0.4177723526954651,0.5978732705116272,0.6454104781150818,0.6227524988353252,0.8218129873275757,0.8648292422294617,0.31989815831184387,0.5556775331497192,0.9206805229187012,0.718992292881012,0.8280714154243469,0.44085049629211426,0.3302887976169586,fpn_no_dilation_20251130_133353
3873,0.5684475302696228,0.43859386444091797,0.41326653957366943,0.6008686423301697,0.6432320475578308,0.6160007556900382,0.7840401530265808,0.873824417591095,0.31622833013534546,0.5903506875038147,0.9151576161384583,0.707199215888977,0.8480082154273987,0.4217556416988373,0.2911876142024994,fpn_no_dilation_20251130_133353
4196,0.5283879041671753,0.4894558787345886,0.4330720007419586,0.6167605519294739,0.6537355780601501,0.6059347656555474,0.8082670569419861,0.8718635439872742,0.34162262082099915,0.5651328563690186,0.9229797720909119,0.727154552936554,0.8341176509857178,0.47412383556365967,0.3679733872413635,fpn_no_dilation_20251130_133353
4519,0.6026264429092407,0.5055611729621887,0.42760276794433594,0.6098238229751587,0.6658783555030823,0.6084328619763255,0.7803946137428284,0.8727988004684448,0.32615727186203003,0.5917436480522156,0.9185119867324829,0.6876112222671509,0.8348703980445862,0.36696264147758484,0.34699028730392456,fpn_no_dilation_20251130_133353
4842,0.6062626242637634,0.5716636776924133,0.4392986595630646,0.6176678538322449,0.669359028339386,0.5958274803124368,0.7822882533073425,0.8747631907463074,0.33682242035865784,0.559343695640564,0.93341463804245,0.7389367818832397,0.8427242636680603,0.3546677529811859,0.32013657689094543,fpn_no_dilation_20251130_133353
5165,0.4940558075904846,0.5337262153625488,0.4434351921081543,0.6224422454833984,0.6598597168922424,0.6074197697453201,0.7913038730621338,0.8727554678916931,0.3443690836429596,0.5582268834114075,0.9306998252868652,0.7267211079597473,0.8473875522613525,0.4758680760860443,0.4133410155773163,fpn_no_dilation_20251130_133353
5488,0.5658890008926392,0.508936882019043,0.4670509397983551,0.6273986101150513,0.6550347208976746,0.6102800937369466,0.7947702407836914,0.8746742606163025,0.33707523345947266,0.6059633493423462,0.9285057783126831,0.7324691414833069,0.8501411080360413,0.4856894016265869,0.3499809503555298,fpn_no_dilation_20251130_133353
5811,0.4980034828186035,0.4801862835884094,0.4342104196548462,0.6182018518447876,0.6686802506446838,0.6023045754991472,0.8008235096931458,0.8677488565444946,0.3570086658000946,0.600663423538208,0.9298301339149475,0.7476988434791565,0.8465434312820435,0.4457712471485138,0.35945528745651245,fpn_no_dilation_20251130_133353
6134,0.5057716369628906,0.5363279581069946,0.448101669549942,0.6255428194999695,0.653962254524231,0.5957418787293136,0.7956877946853638,0.8730860948562622,0.32019302248954773,0.6236308217048645,0.9298825860023499,0.7244863510131836,0.8486889004707336,0.47829821705818176,0.39393898844718933,fpn_no_dilation_20251130_133353
6457,0.4921680688858032,0.5471512079238892,0.418988972902298,0.6226845979690552,0.643254280090332,0.5974649698473513,0.815348744392395,0.8739804625511169,0.3215544819831848,0.604651153087616,0.9266350865364075,0.7480596303939819,0.8473460078239441,0.5017397403717041,0.3540215492248535,fpn_no_dilation_20251130_133353
6780,0.48412397503852844,0.4895574450492859,0.44317078590393066,0.6036010980606079,0.663872480392456,0.6247842703014612,0.8095370531082153,0.8744276762008667,0.28110867738723755,0.5905342102050781,0.9301593899726868,0.72439044713974,0.8480465412139893,0.38901060819625854,0.3188747465610504,fpn_no_dilation_20251130_133353
7103,0.593039870262146,0.5137622952461243,0.48143303394317627,0.6326853632926941,0.6573231816291809,0.6066579818725586,0.8120219707489014,0.8723028898239136,0.3287513554096222,0.6279116272926331,0.9295731782913208,0.7642032504081726,0.8511270880699158,0.4228934645652771,0.3705665171146393,fpn_no_dilation_20251130_133353
7426,0.601915180683136,0.488305926322937,0.4714488983154297,0.6271727681159973,0.6673300862312317,0.6110700098797679,0.8106688857078552,0.8693477511405945,0.36474886536598206,0.6321723461151123,0.9263010025024414,0.751603901386261,0.8530991077423096,0.40125471353530884,0.31504979729652405,fpn_no_dilation_20251130_133353
7749,0.5728573799133301,0.526921808719635,0.4735133945941925,0.6397361755371094,0.6655289530754089,0.6037445282563567,0.8064313530921936,0.8732313513755798,0.350746750831604,0.6017956137657166,0.9303763508796692,0.7555106282234192,0.855556309223175,0.49410009384155273,0.4100007116794586,fpn_no_dilation_20251130_133353
8072,0.6057537794113159,0.5423271656036377,0.4562835693359375,0.6323457956314087,0.6700819134712219,0.6069151479750872,0.7963680028915405,0.8725242614746094,0.3617033362388611,0.6061879992485046,0.9309279322624207,0.7397246956825256,0.8523662090301514,0.4357722997665405,0.35047370195388794,fpn_no_dilation_20251130_133353
8395,0.5673330426216125,0.48795634508132935,0.44190385937690735,0.637524425983429,0.6743691563606262,0.594654643908143,0.7977096438407898,0.8713546991348267,0.390244722366333,0.652416467666626,0.922713041305542,0.7375715374946594,0.8542477488517761,0.526334822177887,0.36366161704063416,fpn_no_dilation_20251130_133353
8718,0.5401902794837952,0.4448699653148651,0.46080562472343445,0.6172211170196533,0.6777245402336121,0.6061773118562996,0.8024775981903076,0.8742154240608215,0.347397118806839,0.5959312319755554,0.9320428371429443,0.7264937162399292,0.8493592143058777,0.39854347705841064,0.3738228380680084,fpn_no_dilation_20251130_133353
9041,0.566885769367218,0.44215548038482666,0.45236560702323914,0.612345814704895,0.641787588596344,0.6151903052814305,0.8058082461357117,0.8688005805015564,0.36763933300971985,0.603080153465271,0.9276325702667236,0.7151354551315308,0.8515404462814331,0.37905728816986084,0.3386070430278778,fpn_no_dilation_20251130_133353
