_step,val/IoU_class_4_epoch,val/IoU_class_2_epoch,val/IoU_class_12_epoch,val/mIoU_epoch,val/IoU_class_6_epoch,val/loss_epoch,val/IoU_class_1_epoch,val/IoU_class_0_epoch,val/IoU_class_5_epoch,val/IoU_class_10_epoch,val/IoU_class_7_epoch,val/IoU_class_8_epoch,val/IoU_class_9_epoch,val/IoU_class_11_epoch,val/IoU_class_3_epoch,val/OoDAUPR_epoch,run_name,pixel_embeddings_pca
3550,0.5948250889778137,0.6280440092086792,0.5357826948165894,0.671424150466919,0.7195228338241577,0.33563277241773903,0.8173754215240479,0.8852322697639465,0.4311407208442688,0.6692041754722595,0.9384090304374695,0.780807375907898,0.881655216217041,0.47599416971206665,0.37052056193351746,0.6285034418106079,ptl_objectosphere_20251210_013021,wandb_downloads/3e8z2cx1/media/images/pixel_embeddings_pca_1291_92080e597b6be8303434.png
3873,0.568659782409668,0.6269781589508057,0.5384642481803894,0.6661777496337891,0.7182433009147644,0.33847954659722745,0.8161031007766724,0.8848592638969421,0.44522708654403687,0.623946487903595,0.9384409189224243,0.7815394997596741,0.8814183473587036,0.4651528596878052,0.37127789855003357,0.6600627303123474,ptl_objectosphere_20251210_013021,
4196,0.5651752352714539,0.6230745315551758,0.5381356477737427,0.6694452166557312,0.7133899927139282,0.3348544938489795,0.8177582621574402,0.8854306936264038,0.4504812955856323,0.6556740403175354,0.9383953809738159,0.7823482155799866,0.8833439350128174,0.47518500685691833,0.37439537048339844,0.654748260974884,ptl_objectosphere_20251210_013021,
4519,0.5630252361297607,0.6351327896118164,0.5387975573539734,0.6697654128074646,0.7218510508537292,0.3232142492197454,0.8155600428581238,0.8849926590919495,0.44910672307014465,0.644054651260376,0.9398518204689026,0.7804095149040222,0.8830301761627197,0.47898179292678833,0.3721562325954437,0.6603900790214539,ptl_objectosphere_20251210_013021,
4842,0.5554807186126709,0.6391457915306091,0.5370630025863647,0.6694397330284119,0.7192351222038269,0.324775647604838,0.8182662129402161,0.8858955502510071,0.4472857117652893,0.6455305814743042,0.9396764636039734,0.7822470664978027,0.8825470209121704,0.4747941195964813,0.37554872035980225,0.6822111010551453,ptl_objectosphere_20251210_013021,
5165,0.5505212545394897,0.6441127061843872,0.5405109524726868,0.6690943241119385,0.7149938344955444,0.32492788485251367,0.8204168677330017,0.8856119513511658,0.43136000633239746,0.6503463387489319,0.9400985836982727,0.791532576084137,0.8830779790878296,0.4740850031375885,0.3715582489967346,0.6827712655067444,ptl_objectosphere_20251210_013021,
5488,0.5276349782943726,0.6345058083534241,0.5438851714134216,0.6649941205978394,0.713051438331604,0.329365269979462,0.8200981616973877,0.8852755427360535,0.4347641170024872,0.6220824718475342,0.939716100692749,0.792346179485321,0.8831666707992554,0.4688294529914856,0.37956714630126953,0.6839540600776672,ptl_objectosphere_20251210_013021,
5811,0.49141281843185425,0.6255520582199097,0.5367549657821655,0.6604357957839966,0.7160812616348267,0.330531916115433,0.815736711025238,0.8847392201423645,0.4431692957878113,0.6243011951446533,0.9402914047241211,0.7904183268547058,0.8832691311836243,0.46122655272483826,0.37271085381507874,0.7031646370887756,ptl_objectosphere_20251210_013021,
6134,0.5206705331802368,0.6384474039077759,0.5421513319015503,0.6656306385993958,0.7076449990272522,0.3240776916500181,0.818565309047699,0.8852192163467407,0.4325466454029083,0.6463251113891602,0.9391980171203613,0.7858303189277649,0.8833376169204712,0.47963571548461914,0.3736264705657959,0.7057788968086243,ptl_objectosphere_20251210_013021,
6457,0.5379931330680847,0.6276780366897583,0.5346546769142151,0.6615424752235413,0.6831733584403992,0.33102121599949896,0.8176279664039612,0.8850783705711365,0.44026926159858704,0.616126537322998,0.9377681016921997,0.7843039035797119,0.8825817108154297,0.4692288637161255,0.38356760144233704,0.6948592662811279,ptl_objectosphere_20251210_013021,
6780,0.49517109990119934,0.6298962235450745,0.5460987091064453,0.6630251407623291,0.7064918875694275,0.3322303530294448,0.8183968663215637,0.885334312915802,0.42015254497528076,0.6454156041145325,0.9393807053565979,0.7804328799247742,0.8825356960296631,0.49604180455207825,0.37397849559783936,0.6972652673721313,ptl_objectosphere_20251210_013021,
7103,0.5148326754570007,0.6407628059387207,0.5370702147483826,0.6689923405647278,0.7100680470466614,0.3243488511070609,0.816899299621582,0.8863034844398499,0.43980368971824646,0.6531065106391907,0.93916916847229,0.7832689881324768,0.8841449618339539,0.5071356892585754,0.38433459401130676,0.7316737771034241,ptl_objectosphere_20251210_013021,
7426,0.4765561521053314,0.6372361779212952,0.5346038937568665,0.66544109582901,0.6973229050636292,0.32702032034285367,0.8216842412948608,0.8854668736457825,0.44928550720214844,0.6685444116592407,0.938994824886322,0.7915648221969604,0.8845889568328857,0.485078901052475,0.37980586290359497,0.7196078896522522,ptl_objectosphere_20251210_013021,
7749,0.48000532388687134,0.6211515069007874,0.5312151908874512,0.663173258304596,0.7008025646209717,0.3252590319607407,0.8173725008964539,0.8844782114028931,0.4459191858768463,0.6636103391647339,0.9383098483085632,0.780603289604187,0.8803477883338928,0.48920759558677673,0.38822904229164124,0.7223212122917175,ptl_objectosphere_20251210_013021,
8072,0.561090350151062,0.6297081708908081,0.5339763760566711,0.6677259802818298,0.6937138438224792,0.31756467279046774,0.8182482123374939,0.8861441612243652,0.4429328143596649,0.6508685350418091,0.938613772392273,0.7859088778495789,0.8832188248634338,0.47617319226264954,0.3798404037952423,0.7308374047279358,ptl_objectosphere_20251210_013021,
8395,0.5400677919387817,0.6237586140632629,0.544114351272583,0.6660811305046082,0.676654577255249,0.32978227315470576,0.8151757717132568,0.8845324516296387,0.44553929567337036,0.65654057264328,0.9370858073234558,0.7776585221290588,0.881411075592041,0.487458199262619,0.38905730843544006,0.7378182411193848,ptl_objectosphere_20251210_013021,
8718,0.5228699445724487,0.6025397181510925,0.5327579975128174,0.6618765592575073,0.688731849193573,0.32156630023382604,0.8165519833564758,0.8849586844444275,0.4330512583255768,0.6500813961029053,0.937868058681488,0.7789111733436584,0.8815745115280151,0.48636606335639954,0.38813164830207825,0.7468693256378174,ptl_objectosphere_20251210_013021,
9041,0.47948187589645386,0.6292687058448792,0.5354139804840088,0.6634002923965454,0.6911618113517761,0.3204778309445828,0.819135844707489,0.8846946954727173,0.44092798233032227,0.663022518157959,0.9384492039680481,0.7827636003494263,0.8807740807533264,0.49510255455970764,0.3840070366859436,0.7517748475074768,ptl_objectosphere_20251210_013021,
9364,0.47391650080680847,0.6334851980209351,0.5390381813049316,0.6597893238067627,0.6768774390220642,0.32568873022682965,0.8160446286201477,0.8856300711631775,0.4467778205871582,0.6404337882995605,0.9372544884681702,0.7772815227508545,0.8834595084190369,0.487007200717926,0.3800541162490845,0.7515637874603271,ptl_objectosphere_20251210_013021,
9687,0.5250733494758606,0.6284235119819641,0.5420511960983276,0.6660500764846802,0.6932414770126343,0.3216017005033791,0.817409098148346,0.8850535154342651,0.44159987568855286,0.6583422422409058,0.9375717639923096,0.7850285768508911,0.8809719085693359,0.4860646724700928,0.3778192102909088,0.7509996891021729,ptl_objectosphere_20251210_013021,
10010,0.40946441888809204,0.637566089630127,0.5420149564743042,0.6561655402183533,0.6790428757667542,0.3297640294767916,0.816825807094574,0.8842570185661316,0.44086846709251404,0.6463594436645508,0.9392496943473816,0.7901569604873657,0.8818982839584351,0.47204771637916565,0.3903997242450714,0.7336623072624207,ptl_objectosphere_20251210_013021,
10333,0.5111656188964844,0.6285284161567688,0.5465483665466309,0.6656020283699036,0.6817865967750549,0.3182422451209277,0.8227485418319702,0.8853073716163635,0.43003496527671814,0.654719352722168,0.9383740425109863,0.7875555753707886,0.8807111382484436,0.4905077815055847,0.39483845233917236,0.7458983659744263,ptl_objectosphere_20251210_013021,
10656,0.4855894148349762,0.6160978078842163,0.5444724559783936,0.6584910154342651,0.6859739422798157,0.3249510442838073,0.8144277930259705,0.88532555103302,0.44676974415779114,0.641332745552063,0.938626766204834,0.7837388515472412,0.882789671421051,0.48358818888664246,0.35164934396743774,0.7666679620742798,ptl_objectosphere_20251210_013021,
10979,0.47765812277793884,0.6214166879653931,0.543784499168396,0.6589133143424988,0.6776716709136963,0.3272802480496466,0.8186898231506348,0.8853967785835266,0.4510924518108368,0.6226292848587036,0.9378678798675537,0.7763887643814087,0.882034182548523,0.4821797311306,0.38906329870224,0.7565485239028931,ptl_objectosphere_20251210_013021,
11302,0.5312703847885132,0.6057721376419067,0.5347122550010681,0.6593035459518433,0.672593891620636,0.3301519376691431,0.8168337345123291,0.8841752409934998,0.4450455904006958,0.637836754322052,0.9375216960906982,0.7777711749076843,0.8812633752822876,0.4718865752220154,0.37426307797431946,0.748837947845459,ptl_objectosphere_20251210_013021,
11625,0.4692756235599518,0.6045269966125488,0.5428897738456726,0.6553344130516052,0.6765737533569336,0.32343365089036524,0.8155786991119385,0.8849108815193176,0.44339191913604736,0.6290345788002014,0.9380113482475281,0.776863694190979,0.8805782198905945,0.4812467694282532,0.3764647841453552,0.7541583776473999,ptl_objectosphere_20251210_013021,
11948,0.49572649598121643,0.6199893355369568,0.5410131216049194,0.658686101436615,0.6565446257591248,0.3263899574521929,0.8168846368789673,0.8859083652496338,0.4353884160518646,0.6382848024368286,0.9362668395042419,0.7810637950897217,0.8807925581932068,0.5007926225662231,0.3742634654045105,0.7580170631408691,ptl_objectosphere_20251210_013021,
12271,0.4974588453769684,0.6198254823684692,0.5359829664230347,0.6607486009597778,0.6712213158607483,0.31918371631763875,0.8153492212295532,0.8858590722084045,0.4445316791534424,0.6437114477157593,0.9378268718719482,0.7815307378768921,0.8816674947738647,0.48483386635780334,0.38993239402770996,0.7566384673118591,ptl_objectosphere_20251210_013021,
12594,0.4870276153087616,0.6203926205635071,0.5383893847465515,0.6555094718933105,0.650744616985321,0.3246032143943012,0.8138931393623352,0.8840898871421814,0.44664105772972107,0.6407744884490967,0.9360122680664062,0.7869654893875122,0.8816295266151428,0.4638019800186157,0.37126046419143677,0.7525669932365417,ptl_objectosphere_20251210_013021,
12917,0.4808799922466278,0.6176837086677551,0.5419818162918091,0.6576167345046997,0.6570059657096863,0.3210156455170363,0.818767249584198,0.8861030340194702,0.4444703757762909,0.6364143490791321,0.9368137121200562,0.782967209815979,0.8820675611495972,0.4858703911304474,0.37799084186553955,0.7659409046173096,ptl_objectosphere_20251210_013021,
13240,0.4697328507900238,0.6233107447624207,0.5393914580345154,0.6577090620994568,0.6483408808708191,0.3213582148309797,0.8204795718193054,0.8856762051582336,0.454159677028656,0.6357449293136597,0.9368489384651184,0.781841516494751,0.8828706741333008,0.47952601313591003,0.39229413866996765,0.741685152053833,ptl_objectosphere_20251210_013021,
13563,0.4534694254398346,0.627540111541748,0.5482484698295593,0.6561595797538757,0.6622750759124756,0.32462225295603275,0.8164501786231995,0.8855307698249817,0.450909286737442,0.623500645160675,0.9380025863647461,0.7808229923248291,0.8819679617881775,0.46954137086868286,0.3918149173259735,0.7644195556640625,ptl_objectosphere_20251210_013021,
13886,0.47050830721855164,0.6202086806297302,0.5431239008903503,0.657704770565033,0.649740993976593,0.32185003627091646,0.8196055293083191,0.8855910301208496,0.45301052927970886,0.621894121170044,0.9358013868331909,0.7818719744682312,0.8830944895744324,0.501095175743103,0.38461562991142273,0.7478229403495789,ptl_objectosphere_20251210_013021,
