_step,val/IoU_class_4_epoch,val/IoU_class_2_epoch,val/IoU_class_12_epoch,val/mIoU_epoch,val/IoU_class_6_epoch,val/loss_epoch,val/IoU_class_1_epoch,val/IoU_class_0_epoch,val/IoU_class_5_epoch,val/IoU_class_10_epoch,val/IoU_class_7_epoch,val/IoU_class_8_epoch,val/IoU_class_9_epoch,val/IoU_class_11_epoch,val/IoU_class_3_epoch,run_name
320,0,0.2093157172203064,0.04044521227478981,0.33944812417030334,0.29017335176467896,0.8961458476260304,0.5546936392784119,0.8564328551292419,0.10942123830318451,0.02854064293205738,0.8324100971221924,0.39564546942710876,0.7225079536437988,0.2843930721282959,0.08884642273187637,less_decoder_channels_20251130_185956
643,0,0.3695734739303589,0.04654551297426224,0.4274815320968628,0.42852821946144104,0.7951120994985104,0.7182883024215698,0.8744428157806396,0.20719663798809052,0.1768997460603714,0.8725481033325195,0.49398553371429443,0.7619664072990417,0.41080528497695923,0.1964799016714096,less_decoder_channels_20251130_185956
966,0,0.42478129267692566,0.10697288811206818,0.47806861996650696,0.5434591770172119,0.7355453185737133,0.784141480922699,0.8776500821113586,0.2513647973537445,0.3301435112953186,0.8920469880104065,0.5270476341247559,0.7807932496070862,0.4528079628944397,0.24368301033973694,less_decoder_channels_20251130_185956
1289,0,0.4314362108707428,0.19098421931266785,0.499214231967926,0.5996387004852295,0.6878618132323027,0.7977266311645508,0.8810638785362244,0.2534791827201843,0.35073333978652954,0.9058213233947754,0.5735739469528198,0.8093437552452087,0.44821697473526,0.24776630103588104,less_decoder_channels_20251130_185956
1612,0,0.467944473028183,0.3653436601161957,0.5189840197563171,0.6318912506103516,0.6556442780420184,0.7769390344619751,0.8758856654167175,0.2693604528903961,0.37388795614242554,0.9116957187652588,0.6190541386604309,0.8270931839942932,0.4081194996833801,0.21957668662071228,less_decoder_channels_20251130_185956
1935,0,0.43944045901298523,0.37260958552360535,0.5326372385025024,0.6680758595466614,0.6546356328763068,0.7914832234382629,0.8750420808792114,0.2657955288887024,0.45074018836021423,0.9183973670005798,0.6485341787338257,0.8359487652778625,0.41575896739959717,0.24245744943618774,less_decoder_channels_20251130_185956
2258,0,0.47991055250167847,0.40014031529426575,0.5473414659500122,0.6757128834724426,0.6073334640823305,0.8030726313591003,0.8812716603279114,0.3046363592147827,0.4445340931415558,0.9200360178947449,0.6477670669555664,0.8400022983551025,0.465189129114151,0.25316503643989563,less_decoder_channels_20251130_185956
2581,0,0.44809815287590027,0.40870827436447144,0.5581349730491638,0.6939767599105835,0.6178070772439241,0.8051661252975464,0.8752171993255615,0.29812341928482056,0.5091756582260132,0.9227604866027832,0.696479082107544,0.8460783362388611,0.47902077436447144,0.2729503810405731,less_decoder_channels_20251130_185956
2904,0,0.4734582304954529,0.41413894295692444,0.5640994906425476,0.6971021294593811,0.602357120718807,0.8169814348220825,0.877668023109436,0.31395819783210754,0.43812650442123413,0.9262263774871826,0.6960214376449585,0.8586314916610718,0.501226007938385,0.319754958152771,less_decoder_channels_20251130_185956
3227,0,0.41784968972206116,0.44279026985168457,0.5616062879562378,0.7000292539596558,0.5997728365473449,0.8128414154052734,0.8744595646858215,0.32688385248184204,0.5047743916511536,0.9205170273780823,0.6943746209144592,0.845395565032959,0.4521338641643524,0.308832049369812,less_decoder_channels_20251130_185956
