_step,val/IoU_class_4_epoch,val/IoU_class_2_epoch,val/IoU_class_12_epoch,val/mIoU_epoch,val/IoU_class_6_epoch,val/loss_epoch,val/IoU_class_1_epoch,val/IoU_class_0_epoch,val/IoU_class_5_epoch,val/IoU_class_10_epoch,val/IoU_class_7_epoch,val/IoU_class_8_epoch,val/IoU_class_9_epoch,val/IoU_class_11_epoch,val/IoU_class_3_epoch,run_name
320,0.40800243616104126,0.4797171950340271,0.2598588466644287,0.5342366695404053,0.49142760038375854,0.7891332199797034,0.8059374094009399,0.8594980835914612,0.16011765599250793,0.6016133427619934,0.8917441368103027,0.6049366593360901,0.7628295421600342,0.22943240404129028,0.3899609446525574,proto_segnet_convnexttiny_dinov3_20251129_001923
643,0.4414854347705841,0.5159422159194946,0.34690868854522705,0.5678766369819641,0.537993311882019,0.650647952221334,0.8339409232139587,0.8590405583381653,0.19252736866474152,0.5747107863426208,0.9169232845306396,0.6766403913497925,0.7865945100784302,0.29184746742248535,0.40784090757369995,proto_segnet_convnexttiny_dinov3_20251129_001923
966,0.5074599981307983,0.636532723903656,0.3643544316291809,0.6092185378074646,0.6168705821037292,0.6035725246183574,0.8375663757324219,0.8747110366821289,0.2262946218252182,0.5316111445426941,0.935533344745636,0.6915308833122253,0.8187057375907898,0.4834233820438385,0.3952462077140808,proto_segnet_convnexttiny_dinov3_20251129_001923
1289,0.35384616255760193,0.5702663064002991,0.3398217260837555,0.5944145321846008,0.6423104405403137,0.5758608411997557,0.8369929790496826,0.8837972283363342,0.2865324914455414,0.5511719584465027,0.9370348453521729,0.6991814970970154,0.8319104313850403,0.4475596249103546,0.3469633162021637,proto_segnet_convnexttiny_dinov3_20251129_001923
1612,0.537194550037384,0.47252899408340454,0.3566760718822479,0.6131263971328735,0.6509057879447937,0.5965965744107962,0.8454370498657227,0.8794851899147034,0.2678068280220032,0.5603429675102234,0.9358779191970825,0.715883731842041,0.8345353007316589,0.45624369382858276,0.4577249586582184,proto_segnet_convnexttiny_dinov3_20251129_001923
1935,0.5685295462608337,0.550818145275116,0.3779636025428772,0.6183527708053589,0.6612610220909119,0.5927867158316076,0.8497608304023743,0.8801097869873047,0.2727867662906647,0.5916565656661987,0.9401150345802307,0.7439253926277161,0.8404747843742371,0.33056095242500305,0.43062347173690796,proto_segnet_convnexttiny_dinov3_20251129_001923
2258,0.4631061255931854,0.6468682289123535,0.41074541211128235,0.6239140033721924,0.6671730875968933,0.5491797467693686,0.821635365486145,0.8809649348258972,0.3229388892650604,0.47664719820022583,0.9419336915016174,0.722257673740387,0.8391472101211548,0.5364502668380737,0.3810138404369354,proto_segnet_convnexttiny_dinov3_20251129_001923
2581,0.5823293328285217,0.5901972651481628,0.4274825155735016,0.643879771232605,0.6766632199287415,0.5669557927176356,0.8078501224517822,0.8734153509140015,0.344391793012619,0.5474144220352173,0.9411680102348328,0.721764862537384,0.847611129283905,0.6080533266067505,0.4020951986312866,proto_segnet_convnexttiny_dinov3_20251129_001923
2904,0.5858936309814453,0.471962034702301,0.44233793020248413,0.6381775736808777,0.681219220161438,0.5765768177807331,0.8296034932136536,0.8857765793800354,0.3039149045944214,0.6113752722740173,0.9351601004600525,0.6953681111335754,0.8447843194007874,0.5781484246253967,0.43076515197753906,proto_segnet_convnexttiny_dinov3_20251129_001923
3227,0.5763049125671387,0.45889711380004883,0.4606855809688568,0.635713517665863,0.6876345872879028,0.5735600041225553,0.8165104389190674,0.881116509437561,0.38249918818473816,0.5823101997375488,0.9385682344436646,0.6952812075614929,0.8528565764427185,0.5231490731239319,0.4084617793560028,proto_segnet_convnexttiny_dinov3_20251129_001923
