_step,val/IoU_class_4_epoch,val/IoU_class_2_epoch,val/IoU_class_12_epoch,val/mIoU_epoch,val/IoU_class_6_epoch,val/loss_epoch,val/IoU_class_1_epoch,val/IoU_class_0_epoch,val/IoU_class_5_epoch,val/IoU_class_10_epoch,val/IoU_class_7_epoch,val/IoU_class_8_epoch,val/IoU_class_9_epoch,val/IoU_class_11_epoch,val/IoU_class_3_epoch,run_name
320,0.013010616414248943,0.26787829399108887,0.1457618921995163,0.3613468408584595,0.24221673607826233,0.8283909047022462,0.7148755192756653,0.8465760946273804,0.11073245853185654,0.18396446108818054,0.8198321461677551,0.38838425278663635,0.7470889687538147,0.0880243107676506,0.12916281819343567,no_random_resized_crop_20251201_172217
643,0.035597287118434906,0.3310914933681488,0.26745152473449707,0.44344550371170044,0.4317353069782257,0.7268609013408422,0.7585157155990601,0.8644108176231384,0.17994074523448944,0.2367200404405594,0.8855773210525513,0.5038495659828186,0.7981335520744324,0.28775617480278015,0.18401210010051727,no_random_resized_crop_20251201_172217
966,0.07029234617948532,0.36918914318084717,0.323964387178421,0.5092363357543945,0.6332675218582153,0.6902799624949694,0.7791534662246704,0.8654345273971558,0.21658405661582947,0.4164903461933136,0.9057199358940125,0.5747164487838745,0.8085376024246216,0.3965199589729309,0.26020291447639465,no_random_resized_crop_20251201_172217
1289,0.25237593054771423,0.3708958923816681,0.35650163888931274,0.5302103757858276,0.660249650478363,0.6690501412376761,0.776220977306366,0.8720288276672363,0.2291615605354309,0.45727720856666565,0.9090074300765991,0.5728972554206848,0.8327725529670715,0.3705071210861206,0.23283828794956207,no_random_resized_crop_20251201_172217
1612,0.3975459039211273,0.37943094968795776,0.38761115074157715,0.5603622794151306,0.6759822368621826,0.641118973493576,0.7912906408309937,0.8651896715164185,0.28086140751838684,0.46857285499572754,0.9122505784034729,0.6168227791786194,0.8349934816360474,0.40954628586769104,0.26461145281791687,no_random_resized_crop_20251201_172217
1935,0.326962411403656,0.39220914244651794,0.3986544609069824,0.5678080916404724,0.6819748878479004,0.6430854499340057,0.7970594167709351,0.8643286228179932,0.30490952730178833,0.4306650459766388,0.9155129790306091,0.674250066280365,0.8317002058029175,0.4693112373352051,0.2939663529396057,no_random_resized_crop_20251201_172217
2258,0.5163622498512268,0.35775092244148254,0.40033867955207825,0.5833144187927246,0.6225588917732239,0.631655890494585,0.7952568531036377,0.869132399559021,0.30480045080184937,0.5038972496986389,0.9119775891304016,0.6737062335014343,0.8560199737548828,0.49376633763313293,0.2775191366672516,no_random_resized_crop_20251201_172217
2581,0.4927290380001068,0.39441564679145813,0.4145428538322449,0.5952732563018799,0.7106167078018188,0.6263380562886596,0.8121681809425354,0.8670005798339844,0.3002505898475647,0.4636313021183014,0.9193534255027771,0.6910696625709534,0.8393447399139404,0.509566605091095,0.32386302947998047,no_random_resized_crop_20251201_172217
2904,0.40359413623809814,0.40599098801612854,0.4017113745212555,0.5847207307815552,0.7344446182250977,0.6068873610347509,0.7951791882514954,0.8718956112861633,0.3152916133403778,0.494781494140625,0.9219682812690735,0.6743057370185852,0.8486950397491455,0.4820363223552704,0.2514749765396118,no_random_resized_crop_20251201_172217
3227,0.5787584185600281,0.35428738594055176,0.4501985013484955,0.6086751222610474,0.732623279094696,0.6129016745835543,0.8073585033416748,0.8734551668167114,0.3375683128833771,0.4698595702648163,0.9214634299278259,0.6752695441246033,0.8589871525764465,0.5416948199272156,0.3112519681453705,no_random_resized_crop_20251201_172217
