_step,val/IoU_class_4_epoch,val/IoU_class_2_epoch,val/IoU_class_12_epoch,val/mIoU_epoch,val/IoU_class_6_epoch,val/loss_epoch,val/IoU_class_1_epoch,val/IoU_class_0_epoch,val/IoU_class_5_epoch,val/IoU_class_10_epoch,val/IoU_class_7_epoch,val/IoU_class_8_epoch,val/IoU_class_9_epoch,val/IoU_class_11_epoch,val/IoU_class_3_epoch,run_name
320,0.0004955361946485937,0.10605838149785995,0.02363123930990696,0.2363293468952179,0.1343076080083847,1.1741725970059633,0.4166935384273529,0.7718660235404968,0.03615334630012512,0.005965610966086388,0.7263650298118591,0.057113707065582275,0.6533840894699097,0.07395278662443161,0.06629448384046555,no_fuse_stem_20251129_135626
643,0.08156301826238632,0.286624938249588,0.23070180416107178,0.4602782428264618,0.40873152017593384,0.7716428507119417,0.7668204307556152,0.8687471151351929,0.1364099681377411,0.399814635515213,0.880771815776825,0.5095128417015076,0.7655712366104126,0.44292011857032776,0.2054271697998047,no_fuse_stem_20251129_135626
966,0.20408163964748383,0.31628361344337463,0.29437530040740967,0.4986051917076111,0.5398900508880615,0.7382787568494678,0.7857840657234192,0.8740236163139343,0.18009471893310547,0.5068737864494324,0.8930004239082336,0.5291271805763245,0.7930983901023865,0.3271428644657135,0.238091841340065,no_fuse_stem_20251129_135626
1289,0.2571108341217041,0.3966192901134491,0.3036322593688965,0.5147202014923096,0.5830571055412292,0.6942748790606856,0.7719690203666687,0.8718483448028564,0.19474926590919495,0.4665769636631012,0.8972992300987244,0.5422521233558655,0.8038700222969055,0.3630867898464203,0.2392914891242981,no_fuse_stem_20251129_135626
1612,0.30275365710258484,0.4156438410282135,0.2676942050457001,0.5328131914138794,0.6089458465576172,0.6679404638707638,0.7923077940940857,0.860051155090332,0.2321152687072754,0.44002795219421387,0.9090909361839294,0.6300700306892395,0.8161596655845642,0.4347604811191559,0.21695007383823395,no_fuse_stem_20251129_135626
1935,0.5516793727874756,0.4223339557647705,0.306088924407959,0.5543912053108215,0.6276501417160034,0.6537002185359597,0.7801625728607178,0.8691485524177551,0.24588385224342346,0.4323865473270416,0.9166272878646851,0.6065927743911743,0.8163318037986755,0.41694676876068115,0.21525244414806366,no_fuse_stem_20251129_135626
2258,0.3913957178592682,0.4323278069496155,0.28400999307632446,0.5406866073608398,0.6333012580871582,0.6484304824844003,0.7987586259841919,0.8632240891456604,0.26239025592803955,0.41253483295440674,0.9183210730552673,0.65846186876297,0.8066221475601196,0.3821622431278229,0.18541580438613892,no_fuse_stem_20251129_135626
2581,0.40297695994377136,0.47484010457992554,0.2862391173839569,0.56055748462677,0.6373459100723267,0.6362614366225898,0.8049237132072449,0.8595126271247864,0.2795891761779785,0.487115740776062,0.9221879839897156,0.6892061829566956,0.8268793821334839,0.39285239577293396,0.2235775738954544,no_fuse_stem_20251129_135626
2904,0.32651063799858093,0.46609652042388916,0.270336389541626,0.5534095168113708,0.6419121026992798,0.6356508191674948,0.8037118315696716,0.8726418018341064,0.282388836145401,0.39589202404022217,0.9226264953613281,0.6785899996757507,0.8335328102111816,0.46406883001327515,0.2360151708126068,no_fuse_stem_20251129_135626
3227,0.520814061164856,0.46425262093544006,0.3151724636554718,0.5774877071380615,0.651199221611023,0.6109797693789005,0.7929635643959045,0.8610998392105103,0.33202460408210754,0.4653324484825134,0.923909604549408,0.6686099767684937,0.829612135887146,0.46327129006385803,0.21907809376716614,no_fuse_stem_20251129_135626
